,Party Name,Total Winning,Constituency,Winning Candidate,Total Votes,Margin,State
856,Revolutionary Socialist Party - RSP,1,Ponnani(7),DR. M.P ABDUSSAMAD SAMADANI,562516,235760,Kerala
857,Revolutionary Socialist Party - RSP,1,Alathur (9),K.RADHAKRISHNAN,403447,20111,Kerala
858,Revolutionary Socialist Party - RSP,1,Thrissur(10),SURESH GOPI,412338,74686,Kerala
859,Revolutionary Socialist Party - RSP,1,Kottayam(14),ADV K FRANCIS GEORGE,364631,87266,Kerala
860,Revolutionary Socialist Party - RSP,1,Kollam(18),N K PREMACHANDRAN,443628,150302,Kerala
861,Independent - IND,1,Ladakh(1),MOHMAD HANEEFA,65259,27862,Ladakh
862,Indian National Congress - INC,1,Lakshadweep(1),MUHAMMED HAMDULLAH SAYEED,25726,2647,Lakshadweep
863,Bharatiya Janata Party - BJP,29,MORENA(1),SHIVMANGAL SINGH TOMAR,515477,52530,Madhya Pradesh
864,Bharatiya Janata Party - BJP,29,BHIND(2),SANDHYA RAY,537065,64840,Madhya Pradesh
865,Bharatiya Janata Party - BJP,29,GWALIOR(3),BHARAT SINGH KUSHWAH,671535,70210,Madhya Pradesh
866,Bharatiya Janata Party - BJP,29,GUNA(4),JYOTIRADITYA M. SCINDIA,923302,540929,Madhya Pradesh
867,Bharatiya Janata Party - BJP,29,SAGAR(5),DR. LATA WANKHEDE,787979,471222,Madhya Pradesh
868,Bharatiya Janata Party - BJP,29,TIKAMGARH(6),DR. VIRENDRA KUMAR,715050,403312,Madhya Pradesh
869,Bharatiya Janata Party - BJP,29,DAMOH(7),RAHUL SINGH LODHI,709768,406426,Madhya Pradesh
870,Bharatiya Janata Party - BJP,29,KHAJURAHO(8),VISHNU DATT SHARMA (V.D.SHARMA),772774,541229,Madhya Pradesh
871,Bharatiya Janata Party - BJP,29,SATNA(9),GANESH SINGH,459728,84949,Madhya Pradesh
872,Bharatiya Janata Party - BJP,29,REWA(10),JANARDAN MISHRA,477459,193374,Madhya Pradesh
873,Bharatiya Janata Party - BJP,29,SIDHI(11),DR. RAJESH MISHRA,583559,206416,Madhya Pradesh
874,Bharatiya Janata Party - BJP,29,SHAHDOL(12),SMT. HIMADRI SINGH,711143,397340,Madhya Pradesh
875,Bharatiya Janata Party - BJP,29,JABALPUR(13),ASHISH DUBEY,790133,486674,Madhya Pradesh
876,Bharatiya Janata Party - BJP,29,MANDLA(14),FAGGAN SINGH KULASTE,751375,103846,Madhya Pradesh
877,Bharatiya Janata Party - BJP,29,BALAGHAT(15),BHARTI PARDHI,712660,174512,Madhya Pradesh
878,Bharatiya Janata Party - BJP,29,CHHINDWARA(16),BUNTY VIVEK SAHU,644738,113618,Madhya Pradesh
879,Bharatiya Janata Party - BJP,29,HOSHANGABAD(17),DARSHAN SINGH CHOUDHARY,812147,431696,Madhya Pradesh
880,Bharatiya Janata Party - BJP,29,VIDISHA(18),SHIVRAJ SINGH CHOUHAN,1116460,821408,Madhya Pradesh
881,Bharatiya Janata Party - BJP,29,BHOPAL(19),ALOK SHARMA,981109,501499,Madhya Pradesh
882,Bharatiya Janata Party - BJP,29,RAJGARH(20),RODMAL NAGAR,758743,146089,Madhya Pradesh
883,Bharatiya Janata Party - BJP,29,DEWAS(21),MAHENDRA SINGH SOLANKY,928941,425225,Madhya Pradesh
884,Bharatiya Janata Party - BJP,29,UJJAIN(22),ANIL FIROJIYA,836104,375860,Madhya Pradesh
885,Bharatiya Janata Party - BJP,29,MANDSOUR(23),SUDHEER GUPTA,945761,500655,Madhya Pradesh
886,Bharatiya Janata Party - BJP,29,RATLAM(24),ANITA NAGARSINGH CHOUHAN,795863,207232,Madhya Pradesh
887,Bharatiya Janata Party - BJP,29,DHAR(25),SAVITRI THAKUR,794449,218665,Madhya Pradesh
888,Bharatiya Janata Party - BJP,29,INDORE(26),SHANKAR LALWANI,1226751,1175092,Madhya Pradesh
889,Bharatiya Janata Party - BJP,29,KHARGONE(27),GAJENDRA SINGH PATEL,819863,135018,Madhya Pradesh
890,Bharatiya Janata Party - BJP,29,KHANDWA(28),GYANESHWAR PATIL,862679,269971,Madhya Pradesh
891,Bharatiya Janata Party - BJP,29,BETUL(29),DURGADAS (D. D.) UIKEY,848236,379761,Madhya Pradesh
892,Indian National Congress - INC,13,Nandurbar(1),ADV GOWAAL KAGADA PADAVI,745998,159120,Maharashtra
893,Indian National Congress - INC,13,Dhule(2),BACHHAV SHOBHA DINESH,583866,3831,Maharashtra
894,Indian National Congress - INC,13,Amravati (7),BALWANT BASWANT WANKHADE,526271,19731,Maharashtra
895,Indian National Congress - INC,13,Ramtek (9),Shyamkumar (Babalu) Daulat Barve,613025,76768,Maharashtra
896,Indian National Congress - INC,13,Bhandara Gondiya(11),DR. PRASHANT YADAORAO PADOLE,587413,37380,Maharashtra
897,Indian National Congress - INC,13,Gadchiroli - Chimur(12),DR. KIRSAN NAMDEO,617792,141696,Maharashtra
898,Indian National Congress - INC,13,Chandrapur(13),DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,718410,260406,Maharashtra
899,Indian National Congress - INC,13,Nanded(16),CHAVAN VASANTRAO BALWANTRAO,528894,59442,Maharashtra
900,Indian National Congress - INC,13,Jalna(18),KALYAN VAIJINATHRAO KALE,607897,109958,Maharashtra
901,Indian National Congress - INC,13,Mumbai North Central(29),GAIKWAD VARSHA EKNATH,445545,16514,Maharashtra
902,Indian National Congress - INC,13,Latur (41),DR. KALGE SHIVAJI BANDAPPA,609021,61881,Maharashtra
903,Indian National Congress - INC,13,Solapur(42),PRANITI SUSHILKUMAR SHINDE,620225,74197,Maharashtra
904,Indian National Congress - INC,13,Kolhapur(47),CHHATRAPATI SHAHU SHAHAJI,754522,154964,Maharashtra
905,Indian National Congress - INC,13,Jalgaon(3),SMITA UDAY WAGH,674428,251594,Maharashtra
906,Indian National Congress - INC,13,Raver(4),KHADSE RAKSHA NIKHIL,630879,272183,Maharashtra
907,Indian National Congress - INC,13,Akola(6),ANUP SANJAY DHOTRE,457030,40626,Maharashtra
908,Indian National Congress - INC,13,Nagpur(10),NITIN JAIRAM GADKARI,655027,137603,Maharashtra
909,Indian National Congress - INC,13,Palghar(22),DR. HEMANT VISHNU SAVARA,601244,183306,Maharashtra
910,Indian National Congress - INC,13,Mumbai North(26),PIYUSH GOYAL,680146,357608,Maharashtra
911,Indian National Congress - INC,13,Pune(34),MURLIDHAR MOHOL,584728,123038,Maharashtra
912,Indian National Congress - INC,13,Satara(45),SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,571134,32771,Maharashtra
913,Indian National Congress - INC,13,Ratnagiri- Sindhudurg(46),NARAYAN TATU RANE,448514,47858,Maharashtra
914,Indian National Congress - INC,13,Yavatmal- Washim(14),SANJAY UTTAMRAO DESHMUKH,594807,94473,Maharashtra
915,Indian National Congress - INC,13,Hingoli(15),AASHTIKAR PATIL NAGESH BAPURAO,492535,108602,Maharashtra
916,Indian National Congress - INC,13,Parbhani(17),JADHAV SANJAY ( BANDU ) HARIBHAU,601343,134061,Maharashtra
917,Indian National Congress - INC,13,Nashik(21),RAJABHAU (PARAG) PRAKASH WAJE,616729,162001,Maharashtra
918,Indian National Congress - INC,13,Mumbai North East(28),SANJAY DINA PATIL,450937,29861,Maharashtra
919,Indian National Congress - INC,13,Mumbai South Central(30),ANIL YESHWANT DESAI,395138,53384,Maharashtra
920,Indian National Congress - INC,13,Mumbai South(31),ARVIND GANPAT SAWANT,395655,52673,Maharashtra
921,Indian National Congress - INC,13,Shirdi (38),BHAUSAHEB RAJARAM WAKCHAURE,476900,50529,Maharashtra
922,Indian National Congress - INC,13,Osmanabad(40),OMPRAKASH BHUPALSINH ALIAS PAVAN RAJENIMBALKAR,748752,329846,Maharashtra
923,Indian National Congress - INC,13,Wardha(8),AMAR SHARADRAO KALE,533106,81648,Maharashtra
924,Indian National Congress - INC,13,Dindori (20),BHASKAR MURLIDHAR BHAGARE,577339,113199,Maharashtra
925,Indian National Congress - INC,13,Bhiwandi(23),BALYA MAMA - SURESH GOPINATH MHATRE,499464,66121,Maharashtra
926,Indian National Congress - INC,13,Baramati(35),SUPRIYA SULE,732312,158333,Maharashtra
927,Indian National Congress - INC,13,Shirur(36),DR. AMOL RAMSING KOLHE,698692,140951,Maharashtra
928,Indian National Congress - INC,13,Ahmednagar(37),NILESH DNYANDEV LANKE,624797,28929,Maharashtra
929,Indian National Congress - INC,13,Beed(39),BAJRANG MANOHAR SONWANE,683950,6553,Maharashtra
930,Indian National Congress - INC,13,Madha(43),MOHITE-PATIL DHAIRYASHEEL RAJSINH,622213,120837,Maharashtra
931,Indian National Congress - INC,13,Buldhana(5),JADHAV PRATAPRAO GANPATRAO,349867,29479,Maharashtra
932,Indian National Congress - INC,13,Aurangabad(19),BHUMARE SANDIPANRAO ASARAM,476130,134650,Maharashtra
933,Indian National Congress - INC,13,Kalyan(24),DR SHRIKANT EKNATH SHINDE,589636,209144,Maharashtra
934,Indian National Congress - INC,13,Thane(25),NARESH GANPAT MHASKE,734231,217011,Maharashtra
935,Indian National Congress - INC,13,Mumbai North West(27),RAVINDRA DATTARAM WAIKAR,452644,48,Maharashtra
936,Indian National Congress - INC,13,Maval(33),SHRIRANG APPA CHANDU BARNE,692832,96615,Maharashtra
937,Indian National Congress - INC,13,Hatkanangale(48),DHAIRYASHEEL SAMBHAJIRAO MANE,520190,13426,Maharashtra
938,Indian National Congress - INC,13,Raigad(32),TATKARE SUNIL DATTATREY,508352,82784,Maharashtra
939,Indian National Congress - INC,13,Sangli(44),VISHAL (DADA) PRAKASHBAPU PATIL,571666,100053,Maharashtra
940,Bharatiya Janata Party - BJP,9,Nandurbar(1),ADV GOWAAL KAGADA PADAVI,745998,159120,Maharashtra
941,Bharatiya Janata Party - BJP,9,Dhule(2),BACHHAV SHOBHA DINESH,583866,3831,Maharashtra
942,Bharatiya Janata Party - BJP,9,Amravati (7),BALWANT BASWANT WANKHADE,526271,19731,Maharashtra
943,Bharatiya Janata Party - BJP,9,Ramtek (9),Shyamkumar (Babalu) Daulat Barve,613025,76768,Maharashtra
944,Bharatiya Janata Party - BJP,9,Bhandara Gondiya(11),DR. PRASHANT YADAORAO PADOLE,587413,37380,Maharashtra
945,Bharatiya Janata Party - BJP,9,Gadchiroli - Chimur(12),DR. KIRSAN NAMDEO,617792,141696,Maharashtra
946,Bharatiya Janata Party - BJP,9,Chandrapur(13),DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,718410,260406,Maharashtra
947,Bharatiya Janata Party - BJP,9,Nanded(16),CHAVAN VASANTRAO BALWANTRAO,528894,59442,Maharashtra
948,Bharatiya Janata Party - BJP,9,Jalna(18),KALYAN VAIJINATHRAO KALE,607897,109958,Maharashtra
949,Bharatiya Janata Party - BJP,9,Mumbai North Central(29),GAIKWAD VARSHA EKNATH,445545,16514,Maharashtra
950,Bharatiya Janata Party - BJP,9,Latur (41),DR. KALGE SHIVAJI BANDAPPA,609021,61881,Maharashtra
951,Bharatiya Janata Party - BJP,9,Solapur(42),PRANITI SUSHILKUMAR SHINDE,620225,74197,Maharashtra
952,Bharatiya Janata Party - BJP,9,Kolhapur(47),CHHATRAPATI SHAHU SHAHAJI,754522,154964,Maharashtra
953,Bharatiya Janata Party - BJP,9,Jalgaon(3),SMITA UDAY WAGH,674428,251594,Maharashtra
954,Bharatiya Janata Party - BJP,9,Raver(4),KHADSE RAKSHA NIKHIL,630879,272183,Maharashtra
955,Bharatiya Janata Party - BJP,9,Akola(6),ANUP SANJAY DHOTRE,457030,40626,Maharashtra
956,Bharatiya Janata Party - BJP,9,Nagpur(10),NITIN JAIRAM GADKARI,655027,137603,Maharashtra
957,Bharatiya Janata Party - BJP,9,Palghar(22),DR. HEMANT VISHNU SAVARA,601244,183306,Maharashtra
958,Bharatiya Janata Party - BJP,9,Mumbai North(26),PIYUSH GOYAL,680146,357608,Maharashtra
959,Bharatiya Janata Party - BJP,9,Pune(34),MURLIDHAR MOHOL,584728,123038,Maharashtra
960,Bharatiya Janata Party - BJP,9,Satara(45),SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,571134,32771,Maharashtra
961,Bharatiya Janata Party - BJP,9,Ratnagiri- Sindhudurg(46),NARAYAN TATU RANE,448514,47858,Maharashtra
962,Bharatiya Janata Party - BJP,9,Yavatmal- Washim(14),SANJAY UTTAMRAO DESHMUKH,594807,94473,Maharashtra
963,Bharatiya Janata Party - BJP,9,Hingoli(15),AASHTIKAR PATIL NAGESH BAPURAO,492535,108602,Maharashtra
964,Bharatiya Janata Party - BJP,9,Parbhani(17),JADHAV SANJAY ( BANDU ) HARIBHAU,601343,134061,Maharashtra
965,Bharatiya Janata Party - BJP,9,Nashik(21),RAJABHAU (PARAG) PRAKASH WAJE,616729,162001,Maharashtra
966,Bharatiya Janata Party - BJP,9,Mumbai North East(28),SANJAY DINA PATIL,450937,29861,Maharashtra
967,Bharatiya Janata Party - BJP,9,Mumbai South Central(30),ANIL YESHWANT DESAI,395138,53384,Maharashtra
968,Bharatiya Janata Party - BJP,9,Mumbai South(31),ARVIND GANPAT SAWANT,395655,52673,Maharashtra
969,Bharatiya Janata Party - BJP,9,Shirdi (38),BHAUSAHEB RAJARAM WAKCHAURE,476900,50529,Maharashtra
970,Bharatiya Janata Party - BJP,9,Osmanabad(40),OMPRAKASH BHUPALSINH ALIAS PAVAN RAJENIMBALKAR,748752,329846,Maharashtra
971,Bharatiya Janata Party - BJP,9,Wardha(8),AMAR SHARADRAO KALE,533106,81648,Maharashtra
972,Bharatiya Janata Party - BJP,9,Dindori (20),BHASKAR MURLIDHAR BHAGARE,577339,113199,Maharashtra
973,Bharatiya Janata Party - BJP,9,Bhiwandi(23),BALYA MAMA - SURESH GOPINATH MHATRE,499464,66121,Maharashtra
974,Bharatiya Janata Party - BJP,9,Baramati(35),SUPRIYA SULE,732312,158333,Maharashtra
975,Bharatiya Janata Party - BJP,9,Shirur(36),DR. AMOL RAMSING KOLHE,698692,140951,Maharashtra
976,Bharatiya Janata Party - BJP,9,Ahmednagar(37),NILESH DNYANDEV LANKE,624797,28929,Maharashtra
977,Bharatiya Janata Party - BJP,9,Beed(39),BAJRANG MANOHAR SONWANE,683950,6553,Maharashtra
978,Bharatiya Janata Party - BJP,9,Madha(43),MOHITE-PATIL DHAIRYASHEEL RAJSINH,622213,120837,Maharashtra
